ventureid,type_of_venture,retranscriber,perspective_of_source,nationality,source,date_of_primary_source,name_of_the_ship,name_of_the_captain,name_of_investor,name_of_outfitter,number_of_voyages,internal_crossref,voyage_id_in_tstd,place_of_outfitting,place_of_purchase,place_of_disembarkation,date_of_departure_from_port_of_outfitting,date_trade_began_in_africa,date_of_departure_from_africa,date_vessel_arrived_with_enslaved,date_of_return_to_port_of_outfitting,number_of_enslaved_purchased,number_of_enslaved_sold,share_of_the_ship,complete_data_on_outlays,complete_data_on_returns,profits_reported_in_source,fatecol,various_remarks
KR022,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 40",nan,Le Convention / Christopher,,"Leyland, Thomas",,1,,80836,nan,nan,Grenada & Tortola,nan,nan,nan,1794-07-09,nan,nan,114,1,yes,yes,,,"Not entirely clear if this really is venture 80836 (Christopher) in TSTD, or if it is a separate voyage (by Le Convention) that might have traded slaves with 80836."
KR023,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 41",nan,Lottery,,"Leyland, Thomas",,1,,82379,Liverpool,Bonny,Barbados,1798-07-06,1798-08-22,nan,1798-11-27,nan,nan,460,1,with estimates,with estimates,,,Includes estimates imputed similar to assumptions in Nick Radburn’s study
KR024,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 42",nan,Lottery,,"Leyland, Thomas",,1,,82381,Liverpool,Bonny,nan,1802-05-21,nan,nan,nan,nan,nan,305,1,with estimates,with estimates,,,Includes estimates imputed similar to assumptions in Nick Radburn’s study
KR025,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 43",nan,Enterprize,,"Leyland, Thomas",,1,,81302,Liverpool,Bonny,Havana,1803-07-20,1803-09-23,1803-12-06,1804-01-09,1804-04-26,nan,412,1,with estimates,yes,,,Includes estimates imputed similar to assumptions in Nick Radburn’s study
KR026,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 44",nan,Fortune,,"Leyland, Thomas",,1,,81497,Liverpool,Congo,Nassau,1805-04-25,1805-07-16,1805-11-10,1805-12-21,1806-05-02,nan,443,1,with estimates,with estimates,,,Includes estimates imputed similar to assumptions in Nick Radburn’s study
KR027,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/2",nan,Ranger,,"Tuohy, David",,1,,91273,nan,Angola,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR028,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/3",nan,Sally,,"Tuohy, David",,1,,91328,nan,Windward & Gold Coast,nan,nan,nan,nan,nan,nan,nan,nan,0.125,no,no,,,
KR029,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/4",nan,Corsican Hero,,"Tuohy, David",,1,,91642,nan,Annamaboe,nan,1771-02-09,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR030,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/5",nan,Tom,,"Tuohy, David",,1,,91751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR031,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/7",nan,Nancy,,"Tuohy, David",,1,,92551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR032,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/9",nan,Blayds,,"Tuohy, David",,1,,80578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR033,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records, Liverpool Records Office, 380 TUO 4/10",nan,Ingram,,"Tuohy, David",,1,,81906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR034,Voyage,Klas Rönnbäck,Investor,English,"Robert Bostock papers, Liverpool Records Office, 387 MD 54",nan,Kite,,"Bostock, Robert",,1,,82173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR035,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Bedford,,"Lumley, Thomas",,1,,80455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR036,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Betsey,,"Lumley, Thomas",,1,,80539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR037,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Bedford,,"Lumley, Thomas",,1,,80456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR038,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/57 (taken from Joseph Inikori’s 1981 article, table 5)",nan,Frederick,,"Lumley, Thomas",,1,,81511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR039,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Harriott,,"Lumley, Thomas",,1,,81737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR040,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2 (taken from Joseph Inikori’s 1981 article, table 5)",nan,,,"Lumley, Thomas",,1,,81512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR041,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Harriott,,"Lumley, Thomas",,1,,81738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR042,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2",nan,Bedford,,"Lumley, Thomas",,1,,80457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,no,no,,,
KR043,Voyage,Klas Rönnbäck,Investor,English,"AE 52 (Joseph Inikori’s 1981 article, table 5)",nan,Kitty,,,,1,,82183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR044,Voyage,Klas Rönnbäck,Investor,English,"AE 52 (Joseph Inikori’s 1981 article, table 5)",nan,Earl of Liverpool,,,,1,,81112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR046,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",nan,Ranger,,"Tuohy, David",,1,,91274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR047,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",nan,Elliot,,"Tuohy, David",,1,,81248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR048,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",nan,Sally,,"Tuohy, David",,1,,91327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR049,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",nan,Ranger,,"Tuohy, David",,1,,90910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR050,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",nan,Sam,,"Tuohy, David",,1,,91278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,Insurance rates imputed from previous research on insurance rates
KR051,Voyage,Klas Rönnbäck,Investor,English,"Galton 564 (Joseph Inikori’s 1981 article, table 5)",nan,Perseverence,,"Galton, Samuel",,1,,83068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,,"Insurance rates imputed from previous research on insurance rates. Unclear from Inikori whether it really is 83068 in TSTD, slight mismatch in dates, but this is the closest one with this name."
KR052,Voyage,Klas Rönnbäck,Investor,English,"CO 267/21 (Joseph Inikori’s 1981 article, table 5)",nan,Restoration,,"Stubbs, Robert",,1,,,nan,nan,nan,1787,nan,nan,nan,nan,nan,nan,1,with estimates,yes,,4,Insurance rates imputed from previous research on insurance rates. Cannot find matching entry in TSTD.
KR053,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland, via Stanley Dumbell’s article",nan,Louisa,,,,1,,82394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,with estimates,with estimates,,,
NR001,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Chesterfield,,"Davenport, William",John Williamson,1,,90542,nan,Calabar,nan,1757-07-21,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.42,,
NR002,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Calveley,,"Davenport, William",William Davenport,1,,90745,nan,Cameroons,nan,1758-09-28,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,0.11,,
NR003,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Chesterfield,,"Davenport, William",John Williamson,1,,90777,nan,Calabar,nan,1759-04-04,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,0.07,,
NR004,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Eadith,,"Davenport, William",John Williamson,1,,90873,nan,Bassa,nan,1760-07-11,nan,nan,nan,nan,nan,nan,0.083333,yes,yes,0.07,,
NR005,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Tyrrell,,"Davenport, William",John Maine,1,,90858,nan,Calabar,nan,1761-02-03,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,-0.26,,
NR006,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Eadith,,"Davenport, William",William Davenport,1,,90874,nan,Gambia,nan,1761-11-09,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,0.14,,
NR007,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Union,,"Davenport, William",William Davenport,1,,90906,nan,Bonny,nan,1762-07-12,nan,nan,nan,nan,nan,nan,0.166667,with estimates,yes,-0.18,,
NR008,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple,,"Davenport, William",William Davenport,1,,91016,nan,Calabar,nan,1762-10-22,nan,nan,nan,nan,nan,nan,0.25,with estimates,yes,0.18,,
NR009,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Plumper,,"Davenport, William",William Dobb,1,,90937,nan,"Windward Coast, port unspecified",nan,1762-10-31,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.29,,
NR010,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Delight,,"Davenport, William",Thomas Rumbold,1,,91066,nan,"Sierra Leone, port unspecified",nan,1763-04-11,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.13,,
NR011,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple,,"Davenport, William",William Davenport,1,,91017,nan,Calabar,nan,1763-10-06,nan,nan,nan,nan,nan,nan,0.1875,yes,yes,0.26,,
NR012,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Friendship,,"Davenport, William",William Earle,1,,91038,nan,Calabar,nan,1763-10-14,nan,nan,nan,nan,nan,nan,0.083333,yes,yes,0.03,,
NR013,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Union,,"Davenport, William",William Davenport,1,,90907,nan,Cameroons,nan,1764-03-21,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,0.5,,
NR014,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Delight,,"Davenport, William",Thomas Rumbold,1,,91067,nan,"Sierra Leone, port unspecified",nan,1764-04-21,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.01,,
NR015,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Little Britain,,"Davenport, William",William Davenport,1,,91157,nan,Porto Novo,nan,1764-06-30,nan,nan,nan,nan,nan,nan,0.1875,with estimates,with estimates,-0.12,,
NR016,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,William,,"Davenport, William",William Davenport,1,,91213,nan,Gambia,nan,1764-11-25,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,-0.42,,
NR017,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Sisters,,"Davenport, William",William Earle,1,,92315,nan,Whydah,nan,1764-08-28,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,-0.1,,
NR018,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple,,"Davenport, William",William Davenport,1,,91218,nan,Calabar,nan,1765-03-02,nan,nan,nan,nan,nan,nan,0.125,yes,yes,-0.11,,
NR019,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Friendship,,"Davenport, William",William Earle,1,,91039,nan,New Calabar,nan,1765-04-27,nan,nan,nan,nan,nan,nan,0.083333,yes,yes,0.14,,
NR020,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Union,,"Davenport, William",William Davenport,1,,91247,nan,Cameroons,nan,1765-07-03,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,0.39,,
NR021,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Active,,"Davenport, William",Christopher Hassell,1,,91256,nan,Calabar,nan,1765-07-23,nan,nan,nan,nan,nan,nan,0.0625,with estimates,yes,-0.18,,
NR022,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Henry,,"Davenport, William",Alexander Nottingham,1,,91081,nan,Cameroons,nan,1765-09-14,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.24,,
NR023,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Little Britain,,"Davenport, William",William Davenport,2,,91219 / 91158,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.15625,yes,with estimates,0.36,,
NR024,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dobson & Good Intent,,"Davenport, William",Christopher Hassell,2,,91360 / 91395,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.09375,with estimates,yes,-0.53,,
NR025,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Neptune & Dalrymple,,"Davenport, William",William Davenport,2,,91427 / 91220,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.375,yes,yes,0.35,,
NR026,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dobson & Fox,,"Davenport, William",Christopher Hassell,2,,91545 / 91553,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.0416667,yes,yes,0.29,,
NR027,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Hector & Andromache,,"Davenport, William",William Davenport,2,,91573 / 91594,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.29,,
NR028,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Swift,,"Davenport, William",William Davenport,2,,91221 / 91653,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.1875,yes,yes,0.7,,
NR029,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dobson & Fox,,"Davenport, William",Christopher Hassell,2,,91700 / 91621,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.0416667,yes,yes,0.12,,
NR030,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Hector & Andromache,,"Davenport, William",William Davenport,2,,91574 / 91595,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.208333,yes,yes,0.29,,
NR031,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Lord Cassils & May,,"Davenport, William",Robert Kennedy,2,,91702 / 91743,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,-0.05,,
NR032,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Swift,,"Davenport, William",William Davenport,2,,91752 / 91790,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.1875,yes,yes,0.23,,
NR033,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Hector & Andromache,,"Davenport, William",William Davenport,2,,91575 / 91979,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.208333,yes,yes,-0.26,,
NR034,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,"Swift, Dalrymple & Dreadnought",,"Davenport, William",William Davenport,3,,91791 / 91753 / 91837,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.12,,
NR035,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Badger & Fox,,"Davenport, William",William Davenport,2,,91812 / 91804,nan,Cameroons,nan,nan,nan,nan,nan,nan,nan,nan,0.25,yes,yes,0.46,,
NR036,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Swift,,"Davenport, William",William Davenport,2,,91987 / 91792,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.25,yes,with estimates,0,,Includes estimates imputed by Nick Radburn
NR037,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Lord Cassils & May,,"Davenport, William",Robert Kennedy,2,,92543 / 91865,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,-0.54,,
NR038,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Swift,,"Davenport, William",William Davenport,2,,91988 / 91793,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.25,with estimates,with estimates,0.19,,Includes estimates imputed by Nick Radburn
NR040,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Hector & Swift,,"Davenport, William",William Davenport,2,,91576 / 91794,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.25,yes,with estimates,0.3,,Includes estimates imputed by Nick Radburn
NR041,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Dalrymple & Swift,,"Davenport, William",William Davenport,2,,92589 / 92728,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.25,yes,with estimates,0.54,,Includes estimates imputed by Nick Radburn
NR042,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Perseverance & Oronoko,,"Davenport, William",Thomas Earle,2,,83063 / 82973,nan,Calabar,nan,nan,nan,nan,nan,nan,nan,nan,0.1875,with estimates,with estimates,-0.14,,
NR043,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Friendship,,"Davenport, William",William Earle,1,,91313,nan,New Calabar,nan,1766-07-24,nan,nan,nan,nan,nan,nan,0.083333,yes,with estimates,-0.158567774936061,,
NR044,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,William,,"Davenport, William",William Davenport,1,,91214,nan,Cameroons,nan,1766-09-16,nan,nan,nan,nan,nan,nan,0.083333,yes,yes,0.143589743589744,,
NR045,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Union [New],,"Davenport, William",William Davenport,1,,91354,nan,Cameroons,nan,1767-04-01,nan,nan,nan,nan,nan,nan,0.166667,yes,yes,0.119825708061002,,
NR046,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Henry,,"Davenport, William",Alexander Nottingham,1,,91082,nan,Cameroons,nan,1767-07-13,nan,nan,nan,nan,nan,nan,0.125,yes,yes,-0.283018867924528,,
NR047,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91408,nan,Cameroons,nan,1767-10-09,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.35625,,
NR048,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,nan,Plumper [New],,"Davenport, William",John White,1,,91428,nan,Benin,nan,1768-03-25,nan,nan,nan,nan,nan,nan,0.125,yes,yes,0.26302729528536,,
